Z-SCORE,Asset liability ratio,Current ratio,Cash ratio,EBITDA/interest bearing debt,ROA,ROE,Gross profit margin on sales,Net business cycle (days),Turnover rate of accounts receivable (Times),Inventory turnover rate (Times),Stock Volatility,Debt financing costs,Share pledge ratio of controlling shareholders,P/E ratio,P/B ratio,Stock price rise and fall in the last year,"Company nature (state owned assets 0, others 1)",Cluster,Risk Level
0.844062278,0.667976,0.005234,0.323840364,0.327156708,0.062429,0.092674,0.279853,-53.8551,16.5424,12.5105,41.88461777,0.033716455,0.481393511,9.948124216,0.946708421,0.353959053,0,2,Low Risk
2.06170596,0.556141,0.016692,0.335545923,0.590347272,0.062684,0.074792,0.188788,37.3091,6.9564,7.4069,29.37382955,0.0146346,0.264446798,11.5103502,0.840089653,-0.139436811,0,2,Low Risk
0.54675952,0.754349,0.00781,0.314139422,0.124207045,0.055584,0.09502,0.312719,86.0686,8.1681,3.1023,35.5874469,0.034507092,0.704373697,6.492415587,0.928771485,-0.425774959,0,2,Low Risk
3.276356939,0.498578,0.017089,0.45461336,1.552188403,0.095166,0.160886,0.134918,181.0529,2.4297,2.2597,43.26888257,0.005129506,0.72004053,23.03224767,3.352633395,0.483266748,1,2,Low Risk
2.066203568,0.518523,0.009767,0.212675235,0.540954423,0.109716,0.165607,0.266998,67.3008,14.3771,4.1747,36.47122106,0.017667704,0.424905454,12.32066636,1.961452874,0.335658345,1,2,Low Risk
3.529271917,0.479664,0.012922,0.401637744,0.428123158,0.132621,0.178427,0.397209,86.8142,5.6425,4.162,40.91927791,0.013385734,0.445197466,18.84510696,3.395138926,0.323863125,1,2,Low Risk
4.728660191,0.425335,0.017084,0.982130499,0.600470716,0.095143,0.143216,0.232498,34.0714,9.4754,6.1331,51.13742613,0.030607384,0.224522847,27.0205536,3.776599064,0.369287583,1,2,Low Risk
2.846007128,0.512473,0.016112,0.35951115,0.205666115,0.044901,0.0,0.078901,31.6081,13.9146,35.144,93.60686104,0.029639654,0.999907178,82.93258283,3.111588736,0.111367848,1,2,Low Risk
2.490530739,0.552103,0.010725,0.167714091,0.404832721,0.09886,0.18446,0.184777,64.6432,6.273,7.7635,49.34825812,0.030969396,0.290219963,14.65383086,2.336777746,0.156214111,0,2,Low Risk
3.614781436,0.624102,0.013864,0.216837306,0.312337884,0.049461,0.080686,0.128424,63.2628,4.4688,5.181,70.9597531,0.042475177,0.637895603,66.81898517,5.262946231,0.708411791,1,2,Low Risk
10.66870363,0.521308,0.025558,0.352640335,-0.334294386,-0.085259,-0.244959,0.1142,266.7896,105.6162,1.1469,107.8206412,0.011684858,0.920807351,-66.43031797,15.02282478,3.968258415,0,2,Low Risk
3.424952979,0.481212,0.015417,0.476522681,1.328233834,0.109889,0.178349,0.243857,60.1356,3.6512,5.1625,44.43585609,0.054289174,0.526724399,17.30041507,3.425984803,0.420927529,1,2,Low Risk
3.146770389,0.68816,0.007686,0.281350958,0.203834805,0.001003,-0.024087,0.055911,1.1389,116.5867,11.0528,62.68502247,0.021115764,0.201294534,-378.8668509,9.229136413,0.493627083,1,2,Low Risk
6.207482665,0.346927,0.008508,0.159219304,0.591092732,0.056672,0.071851,0.209544,86.8323,5.2588,6.0384,66.4658327,0.009857396,0.985163611,66.37447641,4.802902266,0.491567837,1,2,Low Risk
1.765935393,0.713279,0.007344,0.438339897,0.153226634,0.057092,0.10138,0.292452,-5.0039,4.3617,483.4755,46.32283784,0.021506387,0.521824336,59.91459887,6.149490053,0.223576439,1,2,Low Risk
1.589969996,0.682451,0.016214,0.337189383,0.400098429,0.064262,0.129763,0.250484,661.0085,187.4748,0.5133,32.28225977,0.003374534,0.133237208,15.52600019,1.750868827,-0.134848835,1,2,Low Risk
2.674318931,0.497408,0.013494,0.536793187,0.16808433,0.031108,0.027568,0.216252,87.4739,5.7294,3.7929,51.53759954,0.011764826,0.380423369,81.5530525,2.221375271,-0.28685293,1,2,Low Risk
2.773973254,0.557572,0.014385,0.280637519,0.314494413,0.081467,0.166902,0.152414,46.6361,4.5008,7.594,54.18521503,0.010608112,0.0,15.91651641,2.601571403,0.708472772,0,2,Low Risk
6.114224081,0.298388,0.015162,0.419614924,-0.092977983,-0.020909,-0.063731,0.201322,102.393,2.3099,14.0594,57.92339758,0.016077628,0.76535942,-55.31877786,3.297792349,1.658158369,1,2,Low Risk
1.426635779,0.573741,0.008523,0.227068815,0.104075792,0.026966,0.021546,0.32285,516.8555,2.1036,0.8937,27.62911019,0.036549971,0.660870883,114.5429859,2.448993479,-0.270844637,1,2,Low Risk
1.692276809,0.616216,0.012916,0.248584452,0.317809455,0.039225,0.079548,0.151832,167.3327,5.7612,1.6531,24.70000424,0.018439361,0.99725986,12.9728363,1.014219333,0.098076558,1,2,Low Risk
1.555448043,0.659234,0.011177,0.764497578,0.241810282,0.105114,0.15081,0.556139,238.8537,63.1006,1.5011,38.39441226,0.046632181,0.658778679,18.09410894,2.475297582,-0.066339066,0,2,Low Risk
2.104480196,0.484337,0.012689,0.394988447,0.288236405,0.061893,0.068412,0.156527,95.426,5.7435,4.1994,56.50472654,0.041719899,0.286262969,27.68702396,1.664963362,0.121405223,1,2,Low Risk
3.158895012,0.398107,0.013766,0.242373301,0.25568835,0.022136,0.017117,0.345541,446.7485,0.8788,1.553,48.6858614,0.021791317,0.827202521,192.2985662,2.80234786,-0.302312542,1,2,Low Risk
4.563317361,0.547627,0.010932,0.448500274,0.326194699,0.099662,0.161939,0.374003,152.5326,4.7513,2.3753,54.40540912,0.026760845,0.558937025,49.19185394,7.696793198,0.025584341,1,2,Low Risk
2.921348655,0.488507,0.01152,0.400591634,0.191212872,0.030736,0.045427,0.146001,120.2955,36.1875,2.4503,72.88016925,0.023206353,0.453514309,78.0800102,3.898952186,0.559601815,1,2,Low Risk
1.71338779,0.79418,0.013048,0.282770862,0.080627944,0.031077,-0.006944,0.133107,160.4969,2.013,5.1331,40.24187658,0.032538837,0.0,-1035.096359,7.35903402,-0.485634433,1,2,Low Risk
1.182046044,0.630634,0.012632,0.179938246,1.917003287,0.029586,0.061091,0.287911,104.4556,4.7189,5.1828,30.4946815,-0.003702359,0.249111159,29.59497828,1.791504658,-0.313340781,1,2,Low Risk
2.161461731,0.691623,0.010735,0.231622758,0.217989661,0.025028,0.028352,0.141436,31.9297,7.2428,8.9382,44.3392528,0.017182973,0.662296177,142.3828627,3.785766437,0.996743429,1,2,Low Risk
2.934730367,0.554324,0.013462,0.219895942,0.333780092,0.040661,0.07799,0.163335,60.2154,3.7025,5.5221,39.87314671,0.018538544,0.094191989,44.10109537,3.268906289,-0.372690763,1,2,Low Risk
1.739752307,0.608441,0.006192,0.260781165,0.191317357,0.056131,0.071358,0.088088,32.0797,70.4633,9.7454,30.06399268,0.0320119,0.499993263,20.51218316,1.402515672,0.092467157,0,2,Low Risk
2.702916699,0.505019,0.013808,0.430315429,0.367389309,0.076181,0.115421,0.526285,160.4104,3.4439,2.7341,34.34726,0.027751922,0.522977078,22.14896769,2.583649361,0.405047597,1,2,Low Risk
4.127537484,0.675599,0.010882,0.103731918,0.172872826,0.043222,0.067015,0.033962,22.0374,45.6278,14.687,36.82520175,0.027868193,0.106288583,31.57279793,2.08695388,-0.157278083,0,2,Low Risk
2.660318625,0.471674,0.011961,0.36832633,0.358770716,0.074368,0.104604,0.363001,65.2578,2.665,4.3187,48.51133788,0.043655399,0.513253066,32.74262173,4.07536773,-0.051843934,1,2,Low Risk
4.086047306,0.384388,0.017068,0.626182034,0.400258854,0.069548,0.092912,0.214212,150.4546,3.3659,3.1501,70.21697377,0.019904726,0.412303546,30.66259079,2.806646117,-0.414070023,1,2,Low Risk
0.657647423,0.730994,0.005388,0.151869053,0.006919853,-0.025756,-0.14991,0.072314,43.8473,7.1953,8.8399,15.59233391,0.022481546,0.737100677,-5.073513858,0.754217719,-0.200283944,1,2,Low Risk
2.143684575,0.462649,0.018571,0.486117609,-0.71949923,-0.11639,-0.240923,0.189134,572.2864,0.7956,0.9692,42.27143769,0.016829982,0.381499391,-8.855819712,1.870098261,-0.165929902,1,2,Low Risk
1.48209447,0.591294,0.009553,0.318520384,0.312838348,0.026548,0.041359,0.139043,13.9393,6.2325,6.6025,45.8323803,0.030083811,0.425990745,49.67709505,2.245282056,-0.14987894,1,2,Low Risk
4.961129961,0.246639,0.020049,1.463378812,0.674250988,0.04163,0.042607,0.305285,-2.5351,7.3689,7.317,17.00966086,0.014495088,0.568730338,50.21354056,2.052406396,-0.090074152,1,2,Low Risk
2.766605287,0.331277,0.011178,0.463795748,-3.403963523,-0.218979,-0.349463,0.753119,-54.9348,8.4434,5.6691,52.9741277,0.073379059,0.579006738,-5.730702535,1.707067256,0.494722072,1,2,Low Risk
4.66640077,0.41392,0.014466,0.395417563,0.105549002,0.017941,0.021975,0.1338,94.31,8.6045,5.104,52.86989129,0.045557524,0.66810842,201.2976136,4.311874266,-0.342136724,0,2,Low Risk
6.285066717,0.390495,0.015071,0.290559979,0.544786786,0.118592,0.143397,0.279616,153.3705,2.9425,5.1054,60.44181143,0.039358338,0.118458349,38.84175075,5.375081182,-0.424869792,1,2,Low Risk
1.621917789,0.505312,0.013244,0.249102851,0.365549482,0.054611,0.084274,0.305109,224.6659,2.3006,1.3609,55.39457071,0.012223031,0.671733765,17.00164289,1.414801373,0.340846408,1,2,Low Risk
2.873886482,0.448494,0.009877,0.461301052,0.423059247,0.104747,0.144551,0.157326,10.5018,42.198,15.8441,35.09806393,0.023959729,0.853113834,24.13401204,2.890286545,-0.090039795,1,2,Low Risk
1.291738727,0.729277,0.005883,0.298322505,0.233630721,0.067605,0.094446,0.19962,-3.9898,15.3668,20.3542,80.03044059,0.035967517,0.116860833,20.4119234,2.341112508,0.302766411,0,2,Low Risk
2.186618726,0.637047,0.011948,0.60282176,0.181737584,0.071478,0.124039,0.086276,35.6508,17.5362,12.3742,50.55045736,0.029487155,0.251905582,13.81533356,1.675935531,0.317356158,1,2,Low Risk
3.667407309,0.487877,0.015012,0.478836867,0.554218953,0.06943,0.109103,0.284175,110.9477,5.006,2.6271,55.29082777,0.040401981,0.215829418,41.10903773,5.232351327,0.362150721,1,2,Low Risk
2.217681275,0.445502,0.018895,1.184504494,0.156327669,0.050834,0.06965,0.203265,147.894,3.287,4.9778,36.56555203,0.028653527,0.287816299,39.40975905,2.176612048,-0.568949384,1,2,Low Risk
2.64583561,0.499417,0.020207,0.715027293,0.102580993,0.018109,0.03465,0.303449,110.6351,2.0327,9.1557,42.92205395,0.006481969,0.690984484,100.4033203,2.473728059,-0.181154241,1,2,Low Risk
2.215332907,0.437158,0.018929,0.284165096,0.271613269,0.039833,0.048468,0.266873,285.5109,2.286,1.5474,39.61609183,0.02149112,0.801311919,43.17665592,2.087987069,-0.200460473,1,2,Low Risk
1.249469189,0.726055,0.021884,0.426878824,0.075166607,0.033248,0.058803,0.24867,812.0104,16.6034,0.4045,62.6244342,0.010839533,0.0,25.58504796,1.912200873,0.637194989,1,2,Low Risk
1.99241504,0.645108,0.011499,0.220711333,0.164014331,0.059234,0.084742,0.198962,212.7646,5.3841,2.134,42.61104944,0.03234115,0.488419777,44.95269669,3.744291264,0.421092121,1,2,Low Risk
3.736758034,0.624195,0.013782,0.198897472,0.470084317,0.095668,0.14899,0.173912,126.4813,1.8558,20.1185,73.51969189,0.019693373,0.736260514,42.32738549,6.06183887,1.0350989,0,2,Low Risk
3.508814991,0.851301,0.010375,0.177968101,0.110238712,0.04863,0.170793,0.040168,40.7251,11.0977,10.6096,47.44617631,0.019575434,0.981789359,18.51026533,3.095110827,0.474661063,1,2,Low Risk
3.195474277,0.529184,0.011331,0.216239177,0.433054328,0.107314,0.178602,0.268448,109.8256,6.5621,3.5029,39.09954074,0.015912222,0.177442116,21.9740983,3.812306532,0.142371798,1,2,Low Risk
2.874642717,0.48451,0.013233,0.873653175,0.888684487,0.064702,0.125552,0.335219,58.6015,7.6528,3.5297,27.34215145,-0.004730376,0.280044538,23.98083732,2.920515607,0.081164087,1,2,Low Risk
2.815996819,0.51487,0.015328,0.359521633,2.914051104,0.036235,0.06543,0.170922,77.6144,5.8839,3.2356,32.0736554,0.007082569,0.330861949,33.12844133,2.18237048,-0.168298175,1,2,Low Risk
1.513821419,0.651976,0.004551,0.176498722,0.359249152,0.126957,0.26521,0.384075,-53.444,17.9875,9.9932,59.84782873,0.036272073,0.46115395,8.582665067,2.248766988,1.259685519,1,2,Low Risk
2.326740722,0.539055,0.012588,0.17166997,0.20354885,0.049722,0.061914,0.13484,84.8584,5.4586,6.8771,33.14886415,0.039585483,1.0,21.54989403,1.304960023,-0.228525118,1,2,Low Risk
3.343682965,0.491882,0.016603,0.71458197,0.286318001,0.072705,0.103548,0.165472,148.7503,4.4846,4.0502,30.25045699,0.021133574,0.265484734,26.20949877,2.684152448,0.045449583,1,2,Low Risk
1.410472493,0.708479,0.009514,0.399409001,0.295052251,0.084584,0.168145,0.228456,57.6343,5.1325,35.6053,72.2307563,0.045158177,0.974418157,22.16889045,3.710326474,1.61927413,1,2,Low Risk
2.130279191,0.465469,0.017027,0.146690168,0.206835628,0.032339,0.034437,0.151056,233.7707,11.6971,1.2407,64.16296047,0.023640004,0.124507469,47.7023839,1.611509682,0.986517369,0,2,Low Risk
1.26605785,0.704881,0.01259,0.251277474,0.15710904,0.072488,0.13589,0.312595,76.914,3.8078,6.3088,40.20987028,0.022295318,0.138001539,16.09211535,2.241297849,-0.052747253,1,2,Low Risk
1.71901207,0.583444,0.01214,0.699115405,0.158406881,0.00984,0.025398,0.136772,30.1714,5.8951,4.5162,53.03772875,-0.002887045,0.419541191,76.89411982,2.125966017,-0.277669271,1,2,Low Risk
